urls,query,answer,topic,token
https://en.wikipedia.org/wiki/Bhopal_Dakshin-Paschim_Assembly_constituency,Who won the Bhopal Dakshin-Paschim (South-West) constituency seat in the 2023 Madhya Pradesh Assembly elections?,Bhagwandas Sabnani,other,354
https://en.wikipedia.org/wiki/American_shrew_mole,smallest mole species,American shrew mole,other,2205
https://en.wikipedia.org/wiki/Pru_District,pru west district capital,Prang,district,408
https://en.wikipedia.org/wiki/Fernando_de_Noronha_Airport,sbfn icao,Fernando de Noronha Airport (also known as Governador Carlos Wilson Airport),other,834
https://en.wikipedia.org/wiki/Mario_Savio,mario savio cause of death,heart attack,cause of death,2122
https://en.wikipedia.org/wiki/Kadie-Ann_Dehaney,kadie ann dehaney height (meters),1.92 meters (6 feet 3 1/2 inches),height,432
https://en.wikipedia.org/wiki/Hume_MRT_station,hume station mrt opening date,28 February 2025,other,1742
https://en.wikipedia.org/wiki/India_at_the_2008_Summer_Paralympics,2008 paralympics medal table india,India did not win any medals,other,750
https://en.wikipedia.org/wiki/3-Bromopyridine,3 bromopyridine density,1.640 g/mL,other,113
https://en.wikipedia.org/wiki/New_South_Wales_Bar_Association,"Who was elected President of the New South Wales Bar Association on November 3, 2023?",Dr Ruth Higgins SC,other,867
https://en.wikipedia.org/wiki/Naihati_Assembly_constituency,Who won the 2024 by-election for the Naihati Assembly constituency in West Bengal?,Sanat Dey,other,825
https://en.wikipedia.org/wiki/Yuvvh,nenjodu cherthu song release date,"April 5, 2012",release,193
https://en.wikipedia.org/wiki/Takhatpur_Assembly_constituency,Who was elected as the Member of the Legislative Assembly (MLA) for the Takhatpur Assembly constituency in Chhattisgarh in the 2023 elections?,Dharmjeet Singh Thakur,other,436
https://en.wikipedia.org/wiki/Pulival_Kalyanam,pulival kalyanam music director,Berny-Ignatius,director,1307
https://en.wikipedia.org/wiki/Rampurhat_Assembly_constituency,rampurhat assembly constituency number,291,other,858
https://en.wikipedia.org/wiki/Todd_Goldstein,Who wore number 17 for the Essendon Football Club in the AFL in 2024?,Todd Goldstein,other,2920
https://en.wikipedia.org/wiki/Holla_at_Your_Boy,wizkid holla at your boy release date,"January 2, 2010",release,366
https://en.wikipedia.org/wiki/Green_River_Cemetery,where is actor peter boyle buried,"Green River Cemetery in Springs, New York",actor,1020
https://en.wikipedia.org/wiki/Rowing_at_the_2020_Summer_Paralympics,in which category did margot boulet win bronze at the tokyo 2021 paralympic games,PR3 Mixed Coxed Four para-rowing,other,1244
https://en.wikipedia.org/wiki/My_Sweet_Tyrant,my sweet tyrant total episodes,25 episodes,episode,1092
https://en.wikipedia.org/wiki/Tutari_Express,tutari express old name,Dadar Terminus–Sawantwadi Road Rajya Rani Express,other,585
"https://en.wikipedia.org/wiki/Paampuranathar_Temple,_Thirupampuram",thirupampuram temple district,Thiruvarur district,district,"0,0"
https://en.wikipedia.org/wiki/DC_Books,founder of dc books,Dominic Chacko Kizhakemuri,founder,1039
https://en.wikipedia.org/wiki/Zara_Sheikh,zara sheikh first movie,Tere Pyar Mein (2000),first,1269
https://en.wikipedia.org/wiki/Theeya_Velai_Seiyyanum_Kumaru,theeya velai seiyyanum kumaru music director,C. Sathya,director,1696
https://en.wikipedia.org/wiki/Junior_Eurovision_Song_Contest_2011,junior eurovision 2011 winner,Candy from Georgia,winner,2262
https://en.wikipedia.org/wiki/La_Florida_Airport_(Chile),lsc iata,La Florida Airport,iata,230
https://en.wikipedia.org/wiki/Joshua_Clottey,joshua clottey boxing record,"41 wins, 5 losses, and 1 no contest",record,3093
https://en.wikipedia.org/wiki/David_Gregory_(politician),"What is the political party affiliation of David Gregory who assumed office in the Missouri State Senate on January 8, 2025?",Republican,other,1029
https://en.wikipedia.org/wiki/The_Martian_Child,david gerrold son,Sean Friedman,son,523
https://en.wikipedia.org/wiki/Lata_Desai,in which year was padma shri awarded to dr lata desai,2022,other,558
https://en.wikipedia.org/wiki/Amit_Mitra,amit mitra mother name,Bela Mitra,mother,1106
https://en.wikipedia.org/wiki/Norm_Macdonald,norm macdonald ethnicity,half-Scottish and half-Irish,other,2167
https://en.wikipedia.org/wiki/Tumkur_Lok_Sabha_constituency,Who won the 2024 general election to become the Member of Parliament representing the Tumkur Lok Sabha constituency?,V. Somanna,other,724
https://en.wikipedia.org/wiki/Titi_Lamositele,"What weight for Titi Lamositele was listed on his Wikipedia page, last updated January 19, 2025?",132 kg (291 lbs),last,573
https://en.wikipedia.org/wiki/Hem_Barua_(Tyagbir),who is known as the tyagbir of assam,Hem Barua,other,516
https://en.wikipedia.org/wiki/Kahin_Deep_Jale_Kahin_Dil,kahin deep jale kahin dil movie name,Bees Saal Baad,other,422
https://en.wikipedia.org/wiki/Polasara_Assembly_constituency,polasara mla name 2024,Gokula Nanda Mallick,other,503
https://en.wikipedia.org/wiki/Ian_Puleston-Davies,king thistle voice,Ian Puleston-Davies,voice,2777
https://en.wikipedia.org/wiki/Uday_Tikekar,swanandi tikekar father,Uday Tikekar,father,1204
https://en.wikipedia.org/wiki/Kari_Corbett,shameless uk cast ruby,Kari Corbett,other,1210
https://en.wikipedia.org/wiki/David_Julyan,the prestige music composer,David Julyan,composer,801
https://en.wikipedia.org/wiki/Harcum_College,harcum college mascot,Hatcher the Bear,college,1158
https://en.wikipedia.org/wiki/List_of_All_Elite_Wrestling_personnel,leila grey real name,Catherine Guzman,real name,2567
https://en.wikipedia.org/wiki/Preminchu_Pelladu,rajendra prasad first movie as hero,Preminchu Pelladu,hero,1166
https://en.wikipedia.org/wiki/Tell_Em_(Cochise_and_Snot_song),cochise tell em producer,Jootsu,other,386
https://en.wikipedia.org/wiki/Shaukat_Thanvi,real name of shaukat thanvi,Muhammad Umer,real name,670
https://en.wikipedia.org/wiki/Kezia_Burrows,sellen voice actress,Kezia Burrows,voice,1244
https://en.wikipedia.org/wiki/%C3%9Altimo_Drag%C3%B3n,ultimo dragon wwe debut date,"June 26, 2003 on SmackDown",debut,2320
https://en.wikipedia.org/wiki/Niali_Assembly_constituency,Who won the Niali Assembly constituency seat in the 2024 election?,Chabi Mallick,other,525
https://en.wikipedia.org/wiki/Alpha_Sigma_Rho,alpha sigma rho symbol,女,other,919
https://en.wikipedia.org/wiki/K._T._Shah,kt shah full name,Khushal Talaksi Shah,full name,841
https://en.wikipedia.org/wiki/INS_Sumedha,ins sumedha built by,Goa Shipyard Limited (GSL),other,1077
https://en.wikipedia.org/wiki/Kauffman_Center_for_the_Performing_Arts,helzberg hall capacity,"1,600",capacity,2060
https://en.wikipedia.org/wiki/Alesha_Zappitella,alesha zappitella height (feet),4 feet 11 inches (1.50 meters),height,2760
https://en.wikipedia.org/wiki/Nisha_Noor,nisha noor death date,"April 23, 2007",death date,488
"https://en.wikipedia.org/wiki/Rycroft,_Alberta","What was the population of Rycroft, Alberta according to the 2021 Census?",550,population,"528,0"
"https://en.wikipedia.org/wiki/Ezhattumugham,_Kerala",ezhattumugham in which district,Ernakulam district,district,"0,0"
https://en.wikipedia.org/wiki/Play_It_Again_Sports,play it again sports founder,Martha Morris,founder,206
https://en.wikipedia.org/wiki/Jessica_McCaskill,jessica mccaskill record,"12 wins, 4 losses, and 1 draw",record,1970
https://en.wikipedia.org/wiki/Danny_Lux,danny lux boston legal theme song,Danny Lux composed the theme song.,son,328
https://en.wikipedia.org/wiki/Nick_Kyrgios,"What was Nick Kyrgios' ATP singles ranking on March 31, 2025?",633,other,2292
https://en.wikipedia.org/wiki/Sonamukhi_Assembly_constituency,Who was elected as the Member of the Legislative Assembly (MLA) for the Sonamukhi Assembly constituency in West Bengal in the 2021 election?,Dibakar Gharami,other,616
https://en.wikipedia.org/wiki/Mydukur_Assembly_constituency,mydukur assembly constituency code,133,other,569
https://en.wikipedia.org/wiki/Ama_Lou,ama lou birthday,"May 9, 1998",birthday,1331
https://en.wikipedia.org/wiki/Sally_Beauty_Holdings,sally beauty founder,C. Ray Farber,founder,560
https://en.wikipedia.org/wiki/New_Lynn_(New_Zealand_electorate),Who won the New Lynn electorate seat in the 2023 New Zealand general election?,Paulo Garcia,other,1083
https://en.wikipedia.org/wiki/Leopoldo_Jaucian,"Who was appointed Bishop of Bangued on January 5, 2007?","Most Reverend Leopoldo C. Jaucian, SVD",other,891
https://en.wikipedia.org/wiki/Oru_Yamandan_Premakadha,oru yamandan premakadha release date,"April 25, 2019",release,1664
https://en.wikipedia.org/wiki/Bad_Boyz,shyne bad boyz release date,"May 27, 2000",release,639
https://en.wikipedia.org/wiki/R._G._LeTourneau,letourneau university founder,"R.G. LeTourneau and his wife, Evelyn",founder,2128
https://en.wikipedia.org/wiki/Jovelyn_Gonzaga,jovelyn gonzaga hometown,"Jordan, Guimaras, in the Philippines",other,835
https://en.wikipedia.org/wiki/Walvis_Bay_Rural,Who was elected the Walvis Bay Rural Constituency Councillor in the 2020 regional election,Florian Tegako Donatus,other,550
https://en.wikipedia.org/wiki/Ashok_Raj_Sigdel ,"Who was the Chief of Army Staff of the Nepal Army on September 9, 2024?",General Ashok Raj Sigdel,other,521
https://en.wikipedia.org/wiki/Joseph_Marello,full name of st joseph marello,Giuseppe Stefano Chiaffredo Marello,full name,2357
"https://en.wikipedia.org/wiki/McNeil,_Travis_County,_Texas",78651 zip code,"McNeil, Texas",other,"358,0,0"
https://en.wikipedia.org/wiki/Fort_Scott_Community_College,fort scott community college colors,maroon and grey,colors,717
https://en.wikipedia.org/wiki/Murshidabad_University,krishnath college established year,1853,college,1052
https://en.wikipedia.org/wiki/Chala_Bagundi,chala bagundi movie release date,"February 18, 2000",release,2541
https://en.wikipedia.org/wiki/Junior_Nsemba,junior nsemba height (feet),6 feet 5 inches (1.95 meters),height,527
https://en.wikipedia.org/wiki/Ashwamedhadatha,ashwamedhadatha son name,Adhisimakrishna,son,110
https://en.wikipedia.org/wiki/List_of_mayors_of_Bergamo,"Who became the mayor of Bergamo, Italy on June 11, 2024?",Elena Carnevali,other,987
https://en.wikipedia.org/wiki/Nathan_Tomasello,how tall is nathan tomasello,"1.52 meters, 5 feet",how tall,3134
https://en.wikipedia.org/wiki/The_Zephyr_Song,zephyr song release date,"August 17, 2002",release,962
https://en.wikipedia.org/wiki/Babusinh_Jadav,Who was the Member of the Legislative Assembly (MLA) for the Vatva constituency in Gujarat elected in 2022?,Babusinh Jadav,other,226
https://en.wikipedia.org/wiki/Murder_of_Iana_Kasian,blake leibel birthday,"May 8, 1981",birthday,1085
https://en.wikipedia.org/wiki/Lee_Dillon,"Who was the Member of Parliament (MP) for Newbury as of July 4, 2024?",Mr. Lee Dillon,other,658
https://en.wikipedia.org/wiki/Kid_vs._Kat,kid vs kat final episode date,"June 4, 2011",episode,1300
https://en.wikipedia.org/wiki/Bargarh_Lok_Sabha_constituency,Who was elected as the Member of Parliament (MP) for the Bargarh Lok Sabha constituency in the 2024 general election?,Pradip Purohit,other,879
https://en.wikipedia.org/wiki/Nangaimozhi,nangaimozhi pincode,628210,other,237
https://en.wikipedia.org/wiki/John_Sludden,john sludden date of death,"May 7, 2021",date of death,835
https://en.wikipedia.org/wiki/Sandeep_Khare,sandeep khare birthday,"May 13, 1973",birthday,2728
https://en.wikipedia.org/wiki/Chris_Murray_(politician),"Who was elected as the Member of Parliament for Edinburgh East and Musselburgh on July 4, 2024?",Chris Murray,other,659
https://en.wikipedia.org/wiki/Kailia_Posey,kailia posey date of birth,"April 19, 2006",date of birth,394
https://en.wikipedia.org/wiki/King_George_station,king george skytrain station address,"9904 King George Blvd, Surrey, British Columbia, Canada",address,831
https://en.wikipedia.org/wiki/Swapna,swapna sinhala teledrama hindi name,Diya Aur Baati Hum,other,173
https://en.wikipedia.org/wiki/NCAA_Football_2002,Who was on the cover of NCAA football in 2002,Chris Weinke,other,272
https://en.wikipedia.org/wiki/Balasinor_Assembly_constituency,balasinor mla name 2022,Mansinh Kohyabhai Chauhan,other,718
https://en.wikipedia.org/wiki/Wong_Tsu,boeing first engineer,Wong Tsu,first,646
https://en.wikipedia.org/wiki/2024_Ghana_Music_Awards#Winners_and_nominees,vgma best rapper of the year 2024,Strongman,other,712
https://en.wikipedia.org/wiki/Davenport_Field_at_Disharoon_Park,uva baseball stadium capacity,"5,919",capacity,2135
https://en.wikipedia.org/wiki/Lusaka_District,how many constituencies are in lusaka district,seven,district,143
https://en.wikipedia.org/wiki/Fredensborg_Municipality,"What was the population of Kokkedal as of January 1, 2024, according to the Fredensborg Municipality Wikipedia page?","15,354",population,729
https://en.wikipedia.org/wiki/Romain_Virgo,romain virgo birthday,"January 24, 1990",birthday,919
https://en.wikipedia.org/wiki/Sunrise_(Simply_Red_song),simply red sunrise release date,"March 17, 2003",release,1427
https://en.wikipedia.org/wiki/Yahya_Bakhtiar,zeba bakhtiar father,Yahya Bakhtiar (1921-2003),father,711
https://en.wikipedia.org/wiki/Malleshwaram_Assembly_constituency,malleshwaram assembly constituency number,Constituency No. 157,other,369
https://en.wikipedia.org/wiki/Caterham_School,caterham school motto,Veritas sine timore,motto,2182
https://en.wikipedia.org/wiki/Main_Naa_Bhoolungi,main naa bhoolungi total episodes,157,episode,727
https://en.wikipedia.org/wiki/Chinnavar,chinnavar release date,"April 24, 1992",release,770
https://en.wikipedia.org/wiki/Uganda_Police_Force,"Who was appointed as the Inspector General of Police (IGP) of Uganda on May 18, 2024?",Abbas Byakagaba,other,662
https://en.wikipedia.org/wiki/Wests_Tigers_Women#Lisa_Fiaola_Cup,lisa fiaola cup age limit?,17 and younger,other,3432
https://en.wikipedia.org/wiki/Donald_W._Reynolds,donald w reynolds children,"Nancy Reynolds, Jonathan Reynolds, and Donald Reynolds Jr.",children,1569
https://en.wikipedia.org/wiki/Hiru_TV,hiru tv start date,"May 23, 2012",other,1415
https://en.wikipedia.org/wiki/West_Virginia_Building,tallest building in huntington wv,"West Virginia Building, 200 feet (61 meters)",other,474
https://en.wikipedia.org/wiki/Kirby_Mass_Attack,kirby mass attack composer,Shogo Sakai,composer,1382
https://en.wikipedia.org/wiki/Intuition_(Jewel_song),jewel intuition release date,"April 7, 2003",release,1901
https://en.wikipedia.org/wiki/John_Wesley_(actor),john wesley actor cause of death,complications of multiple myeloma,actor,738
https://en.wikipedia.org/wiki/Tracy_Shaw,maxine peacock actress,Tracy Shaw,actress,751
https://en.wikipedia.org/wiki/Ong_Teng_Cheong,5th president of singapore,Ong Teng Cheong,other,2106
https://en.wikipedia.org/wiki/Neville_Bonner_Bridge,neville bonner bridge opening date,"August 28, 2024",other,672
https://en.wikipedia.org/wiki/Koraput_Assembly_constituency,Who won the Koraput (SC) constituency in the 2024 Odisha Assembly elections?,Raghuram Machha,other,803
https://en.wikipedia.org/wiki/Blackie_Ko,blackie ko cause of death,blood poisoning,cause of death,1092
https://en.wikipedia.org/wiki/Chesterfield_Mall,chesterfield mall closing date,"August 31, 2024",other,1184
https://en.wikipedia.org/wiki/Step_It_Up_(song),stereo mc's step it up release date,"November 23, 1992",release,1315
https://en.wikipedia.org/wiki/Unsquare_Dance,unsquare dance time signature,7/4,other,487
https://en.wikipedia.org/wiki/Richard_Carlson_(author),kristine carlson children,Jasmine and Kenna,son,1915
https://en.wikipedia.org/wiki/Governor-General_of_the_Irish_Free_State,last governor general of ireland,Domhnall Ua Buachalla,last,2073
https://en.wikipedia.org/wiki/Binpur_Assembly_constituency,Who won the Binpur Assembly Constituency seat in the 2021 West Bengal Legislative Assembly election?,Debnath Hansda,other,822
https://en.wikipedia.org/wiki/Noam_Chomsky_bibliography_and_filmography,What was the title of Noam Chomsky's first book on linguistics?,Syntactic Structures,first,2963
https://en.wikipedia.org/wiki/Salvon_Ahmed,salvon ahmed high school,Juanita High School,school,1540
https://en.wikipedia.org/wiki/Sashi_(film),sashi movie music director,Arun Chiluveru,director,587
https://en.wikipedia.org/wiki/Alexandria_Police_Department,"Who was the Chief of Police for Alexandria, Virginia as of December 10, 2024?",Tarrick McGuire,other,1064
https://en.wikipedia.org/wiki/Ted_Gunderson,ted gunderson cause of death,bladder cancer,son,1283
https://en.wikipedia.org/wiki/ArchDaily,archdaily founder,David Basulto and David Assael,founder,399
https://en.wikipedia.org/wiki/Khem_Raj_Gurung,wari jamuna pari jamuna singer,Khemraj Gurung,other,328
https://en.wikipedia.org/wiki/Maa_Alludu_Very_Good,maa alludu very good movie heroine name,Meghana,hero,1056
https://en.wikipedia.org/wiki/Cambridgeshire_and_Peterborough_NHS_Foundation_Trust,Who was the CEO of Cambridgeshire and Peterborough NHS Foundation Trust (CPFT) in October 2024?,Steve Grange,other,633
https://en.wikipedia.org/wiki/Allari_Premikudu,allari premikudu release date,"May 5, 1994",release,1787
https://en.wikipedia.org/wiki/Grant_Hall_(Queen%27s_University),grant hall queen's address,"43 University Avenue, Kingston, Ontario, K7L 3N5, Canada",address,409
https://en.wikipedia.org/wiki/The_Amazing_Race_Canada_10,amazing race canada season 10 winner,Taylor McPherson and Katie Mulkay,son,2562
https://en.wikipedia.org/wiki/Monster_in_the_Closet_(Brooklyn_Nine-Nine),rosa and pimento wedding episode,"Season 4, Episode 6, titled ""Monster in the Closet""",episode,1328
https://en.wikipedia.org/wiki/Hillary_Scholten,hillary scholten religion,Christian (Christian Reformed Church member),other,1435
https://en.wikipedia.org/wiki/Fauquier_High_School,"Who was the principal of Fauquier High School as of July 1, 2024?",Dr. David Ferguson,other,310
https://en.wikipedia.org/wiki/Clint_Bickham,ikki kurogane english voice actor,Clint Bickham,actor,816
https://en.wikipedia.org/wiki/7_Things,miley cyrus 7 things release date,"June 17, 2008",release,2235
https://en.wikipedia.org/wiki/Johnny_Warren,johnny warren daughter,Shannon Lee Warren,daughter,2180
"https://en.wikipedia.org/wiki/Farragut,_Iowa","What was the population of Farragut, Iowa according to the 2020 census?",490,population,"596,0"
https://en.wikipedia.org/wiki/Hunter_(1984_Australian_TV_series)#Cast,cast of hunter 1984 australian tv series,"Philip Sabine, Noreen Le Mottee, Melissa Yard",other,541
https://en.wikipedia.org/wiki/Britt_Irvin,lightning dust voice actor,Britt Irvin,actor,2390
https://en.wikipedia.org/wiki/Richland_Balsam,blue ridge parkway highest elevation,"6,053 ft (1,845 m)",elevation,978
https://en.wikipedia.org/wiki/Anandham_Vilayadum_Veedu,anandham vilayadum veedu director,Nandha Periyasamy,director,1703
https://en.wikipedia.org/wiki/Ammajan_(song),ammajan song singer,Ayub Bachchu,son,517
https://en.wikipedia.org/wiki/Dhemaji_Assembly_constituency,dhemaji constituency no,113,other,476
https://en.wikipedia.org/wiki/Renato_del_Prado,janus del prado father,Renato del Prado,father,3264
https://en.wikipedia.org/wiki/Bernafon,who owns bernafon,Demant A/S,other,707
https://en.wikipedia.org/wiki/Lalith_Athulathmudali,lalith athulathmudali son,One daughter named Serela Athulathmudali,son,2278
https://en.wikipedia.org/wiki/Wicked_Tuna,wicked tuna season 14 release date usa,Will not return for a 14th season,release,2295
"https://en.wikipedia.org/wiki/Mayor_of_Montclair,_New_Jersey","Who was the Mayor of Montclair, New Jersey as of July 1, 2024?",Dr. Renee Baskerville,other,"0,0"
https://en.wikipedia.org/wiki/Mike_Tramp,mike tramp birthday,"January 14, 1961",birthday,2278
https://en.wikipedia.org/wiki/Paliganj_Assembly_constituency,paliganj assembly constituency number,190,other,505
https://en.wikipedia.org/wiki/Piya_Sengupta,sukhen das daughter name,Piya Sengupta (formerly Piya Das),daughter,632
https://en.wikipedia.org/wiki/Togo_Igawa,payday 2 jiro voice actor,Togo Igawa,actor,1613
https://en.wikipedia.org/wiki/130th_Engineer_Brigade_(United_States),"Who was the commander of the 130th Engineer Brigade as of June 21, 2024?",COL James “Jim” A. Beaulieu,other,1990
https://en.wikipedia.org/wiki/Kizhakke_Pogum_Rail,kilake pogum rail release date,"August 10, 1978",release,1964
https://en.wikipedia.org/wiki/Owens_Community_College,owens community college mascot name,Big E,college,706
https://en.wikipedia.org/wiki/Dalpat_Shah,father of dalpat shah,Sangram Shah,father,540
https://en.wikipedia.org/wiki/List_of_colleges_and_universities_in_Davao_City,oldest school in davao city,University of the Immaculate Conception (UIC),school,777
https://en.wikipedia.org/wiki/Sol_Brynn,sol brynn height (feet),6 ft 0 in (1.84 m),height,1125
https://en.wikipedia.org/wiki/Sediqullah_Atal,sediqullah atal date of birth,"August 12, 2001",date of birth,657
https://en.wikipedia.org/wiki/Rim_(coin),what is the rim of a coin called,rim,other,216
https://en.wikipedia.org/wiki/Chris_Rigg,chris rigg date of birth,"June 18, 2007",date of birth,1184
https://en.wikipedia.org/wiki/First_Lady_of_Lebanon,"Who is the wife of Joseph Aoun, who became President of Lebanon on January 9, 2025?",Nehmat Aoun,wife,1755
https://en.wikipedia.org/wiki/Barry_Egan_(politician),barry egan wife,Emily Coveney,wife,331
"https://en.wikipedia.org/wiki/La_Rinconada,_Peru",highest town in the world,"La Rinconada, Peru",other,"245,0"
https://en.wikipedia.org/wiki/List_of_speakers_of_the_Chamber_of_Deputies_of_Rwanda,"Who was the Speaker of the Chamber of Deputies of the Parliament of Rwanda as of August 14, 2024?",Honorable Kazarwa Gertrude,other,202
https://en.wikipedia.org/wiki/Mahalakshmi_Iyer,velli malare song female singer name,Mahalakshmi Iyer,son,3072
https://en.wikipedia.org/wiki/Mickey_Avalon,mickey avalon real name,Yeshe Perl,real name,2380
https://en.wikipedia.org/wiki/The_Friends_of_Distinction,harry elston age,86,other,1536
https://en.m.wikipedia.org/wiki/Chief_of_the_General_Staff_(Israel),"Who was the Chief of Staff of the Israel Defense Forces (IDF) as of March 5, 2025?",Eyal Zamir,other,2682
https://en.wikipedia.org/wiki/Ente_Veedu_Appuvinteyum,ente veedu appuvinteyum director,Sibi Malayil,director,939
https://en.wikipedia.org/wiki/Shameel_Chembakath,"Who was the interim head coach of Hyderabad FC on April 10, 2025?",Shameel Chembakath,other,1211
https://en.wikipedia.org/wiki/Thrippunithura_Assembly_constituency,Who won the 2021 Kerala Legislative Assembly election for the Tripunithura constituency?,K. Babu,other,985
https://en.wikipedia.org/wiki/Neon_Dreams,frank kadillac real name,Jahmal Wellington,real name,1235
https://en.wikipedia.org/wiki/Michael_Marsicano,jamie marsicano father,Michael Marsicano,father,814
https://en.wikipedia.org/wiki/Raja_Chinna_Roja,raja chinna roja director,S. P. Muthuraman,director,1670
https://en.wikipedia.org/wiki/The_India_Gazette,india gazette newspaper founders,Bernard Messink and Peter Reed,founder,150
https://en.wikipedia.org/wiki/Joanne_Conway,gary owers first wife,Joanne Conway,wife,822
https://en.wikipedia.org/wiki/Martha_Vickers,martha vickers cause of death,esophageal cancer,cause of death,1145
"https://en.wikipedia.org/wiki/Netaji_Subhas_Institute_of_Technology,_Bihta",nsit patna is private or government,private,other,"2138,0"
https://en.wikipedia.org/wiki/1st_Rank_Raju_(2015_film),1st rank raju director,Naresh Kumar HN,director,535
https://en.wikipedia.org/wiki/La_Breya,la breya altitude in meters,"2,374 meters (7,789 feet)",other,235
https://en.wikipedia.org/wiki/Kahaloo_Upazila,kahaloo postal code,5870,other,633
https://en.wikipedia.org/wiki/Sos_Janibekyan,sos janibekyan height (cm),173 cm (5 ft 8 in),height,712
https://en.wikipedia.org/wiki/Peach_Boy_Riverside,peach boy riverside japanese name,ピーチボーイリバーサイド (Pīchi Bōi Ribāsaido),boy,964
https://en.wikipedia.org/wiki/Renpet,egyptian goddess of youth,Renpet,other,137
https://en.wikipedia.org/wiki/Bentonville_High_School,bentonville high school colors,"black, white, and Vegas gold",colors,248
https://en.wikipedia.org/wiki/Santiago_Gonz%C3%A1lez_(tennis),"What was Santiago González's ATP doubles ranking on April 7, 2025?",49,other,2828
https://en.wikipedia.org/wiki/Trifluoromethyl_cation,cf3+ electron geometry,Trigonal planar,other,1320
https://en.wikipedia.org/wiki/The_Day_the_Violence_Died,chester j lampwick voice,Kirk Douglas,voice,2157
https://en.wikipedia.org/wiki/Lily_Cowles,where does lily cowles has a mole,on her right cheek,where,558
https://en.wikipedia.org/wiki/Weston_Ranch_High_School,weston ranch high school address,"4606 McCuen Avenue, Stockton, California 95206",address,358
https://en.wikipedia.org/wiki/Yap_International_Airport,ptya icao,Yap International Airport,other,911
https://en.wikipedia.org/wiki/Nagarjuna_(actor),nagarjuna first wife,Lakshmi Daggubati,wife,2444
https://en.wikipedia.org/wiki/John_Branyan,john branyan wife,Lori,wife,336
https://en.wikipedia.org/wiki/Rebel_Dean,rebel dean real name,Rebel Richard Dean,real name,1582
https://en.wikipedia.org/wiki/Daemons_of_the_Shadow_Realm,yomi no tsugai creator,Hiromu Arakawa,other,1113
https://en.wikipedia.org/wiki/Me_and_Mr._Jonas_and_Mr._Jonas_and_Mr._Jonas,what episode is the jonas brothers on hannah montana,Me and Mr. Jonas and Mr. Jonas and Mr. Jonas' (42nd episode),episode,919
https://en.wikipedia.org/wiki/Apache_SpamAssassin,"What is the version of Apache SpamAssassin released on March 29, 2024?",version 4.0.1,release,1488
https://en.wikipedia.org/wiki/Anu_Aggarwal,anu agarwal date of birth,"January 11, 1969",date of birth,803
https://en.wikipedia.org/wiki/Lala_Kramarenko,lala kramarenko height (meters),1.59 meters (5 feet 3 inches),height,2525
https://en.wikipedia.org/wiki/Aonla_Assembly_constituency,aonla vidhan sabha number,126,other,514
https://en.wikipedia.org/wiki/Geology_of_Cura%C3%A7ao,is curacao a volcanic island,"Yes, Curaçao is an island with a volcanic core.",other,700
https://en.wikipedia.org/wiki/Rajam_Assembly_constituency,rajam assembly constituency number,9,other,874
https://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_Arkansas,how many lds temples are in arkansas,one,other,2236
https://en.wikipedia.org/wiki/Xia_Vigor,xia vigor nationality,British-Filipino,nationality,866
https://en.wikipedia.org/wiki/Send_It,recording artist of austin mahone send it,"Austin Mahone, featuring Rich Homie Quan",record,795
https://en.wikipedia.org/wiki/Kovilan,kovilan pen name,Kandanisseri Vattamparambil Velappan Ayyappan (V. V. Ayyappan),other,1561
https://en.wikipedia.org/wiki/Johns_Hopkins_Hospital_station,johns hopkins metro station address,"702 North Broadway, Johns Hopkins Hospital, Baltimore, Maryland",address,285
https://en.wikipedia.org/wiki/Aahir_Deepak_Chaudharyy,Who won the February 2025 election for Member of the Legislative Assembly (MLA) for the Badli constituency in Delhi?,Aahir Deepak Chaudhary,other,274
https://en.wikipedia.org/wiki/Valleem_Thetti_Pulleem_Thetti,valleem thetti pulleem thetti director,Rishi Sivakumar,director,660
https://en.wikipedia.org/wiki/Kinathukadavu_Assembly_constituency,kinathukadavu assembly constituency number,122,other,541
https://en.wikipedia.org/wiki/Dhammika_Perera,dhammika perera full name,Kulappu Arachchige Don Dhammika Perera,full name,2198
https://en.wikipedia.org/wiki/Aval_Oru_Thodar_Kathai,aval oru thodarkathai release date,"November 13, 1974",release,2496
https://en.wikipedia.org/wiki/Iodoacetic_acid,iodoacetic acid boiling point (°C),208°C (406°F; 481 K),other,892
https://en.wikipedia.org/wiki/List_of_Doc_McStuffins_episodes,doc mcstuffins end date,"April 18, 2020",other,1289
https://en.wikipedia.org/wiki/Mishrikoti,mishrikoti taluk,Kalghatgi taluk,other,122
https://en.wikipedia.org/wiki/Ally_400,Who won the Ally 400 in 2024?,Joey Logano,other,2625
https://en.wikipedia.org/wiki/Kenny_Rogers_(album),kenny rogers first solo studio album,Love Lifted Me,first,750
https://en.wikipedia.org/wiki/Sadulpur_Assembly_constituency,Who won the 2023 election for the Sadulpur Assembly constituency in Rajasthan?,Manoj Nyangli,other,443
https://en.wikipedia.org/wiki/Omaveloxolone,omaveloxolone atc code,N07XX25,other,1009
https://en.wikipedia.org/wiki/Parkwood_High_School,parkwood high school mascot,Wolf Pack,school,436
https://en.wikipedia.org/wiki/Giorgi_Kochorashvili,giorgi kochorashvili date of birth,"June 29, 1999",date of birth,1975
